# V, U, I, B, M_V
-4.504083410276953714e+01 -4.382914907641645641e+01 -4.514679334071773553e+01 -4.511367733108713907e+01 -8.488834102769537537e+00
-4.504083410276953714e+01 -4.382914907641645641e+01 -4.514679334071773553e+01 -4.511367733108713907e+01 -8.488834102769537537e+00
-4.504200130435872751e+01 -4.383065799912675686e+01 -4.514781215235281309e+01 -4.511508467654397236e+01 -8.490001304358727907e+00
-4.503000173381489901e+01 -4.383003250370833825e+01 -4.513225880669514822e+01 -4.510905186175412496e+01 -8.478001733814899410e+00
-4.500794131855862901e+01 -4.382311626180404573e+01 -4.510525126567428345e+01 -4.509511556542187094e+01 -8.455941318558629405e+00
-4.500482163426029558e+01 -4.382229173548512335e+01 -4.510135812678103662e+01 -4.509323806483596542e+01 -8.452821634260295980e+00
-4.500759994647506801e+01 -4.382315564228824911e+01 -4.510476870825634421e+01 -4.509498547478115427e+01 -8.455599946475068407e+00
-4.500037125994656151e+01 -4.382377432605250078e+01 -4.509503466230039948e+01 -4.509189635515451755e+01 -8.448371259946561906e+00
-4.499686038443413594e+01 -4.382275172640540006e+01 -4.509068995783805178e+01 -4.508972718713972938e+01 -8.444860384434136336e+00
-4.489467133897662876e+01 -4.373199331165002945e+01 -4.510612650983567562e+01 -4.497768259628458054e+01 -8.342671338976629158e+00
